iShares Core U.S. Aggregate Bond ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Sep 22, 2003"
Shares Outstanding,"631,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"BAIDU INC","Fixed Income","0.00","101.28","450,476.60","450,476.60","Industrial","BF251Z9","US056752AH11","2.88","Jul 06, 2022","2.33","2.33","2.35","444,000.00"
"GNMA 30YR 2014 PRODUCTION","Fixed Income","0.00","105.35","450,147.01","450,147.01","MBS Pass-Through","-","-","3.50","Sep 15, 2044","2.37","2.37","2.45","426,218.00"
"EQUINOR ASA","Fixed Income","0.00","118.89","449,919.20","449,919.20","Agency","B710SM5","US85771PAE25","4.25","Nov 23, 2041","3.06","3.06","14.74","376,000.00"
"NEWFIELD EXPLORATION CO","Fixed Income","0.00","106.25","453,835.43","453,835.43","Industrial","B5203Q9","US651290AP34","5.75","Jan 30, 2022","2.53","2.53","1.86","416,000.00"
"WILLIS NORTH AMERICA INC","Fixed Income","0.00","105.61","451,923.75","451,923.75","Financial Institutions","BD20RL8","US970648AF88","3.60","May 15, 2024","2.22","2.17","3.85","425,000.00"
"NATIONAL RETAIL PROPERTIES INC","Fixed Income","0.00","112.28","454,033.11","454,033.11","Financial Institutions","BF5HW04","US637417AL01","4.30","Oct 15, 2028","2.71","2.67","7.18","400,000.00"
"PUBLIC SERVICE ELECTRIC MTN","Fixed Income","0.00","104.93","448,529.42","448,529.42","Utility","BXC5W63","US74456QBL95","3.00","May 15, 2025","2.01","1.97","4.73","425,000.00"
"FNMA 15YR 2010 PRODUCTION","Fixed Income","0.00","102.80","445,785.44","445,785.44","MBS Pass-Through","-","-","3.00","Nov 01, 2025","1.58","1.58","2.55","432,703.00"
"GNMA2 30YR","Fixed Income","0.00","104.65","444,602.44","444,602.44","MBS Pass-Through","-","US3617B6X808","3.50","Oct 20, 2047","1.82","1.82","1.67","423,798.00"
"MPLX LP 144A","Fixed Income","0.00","103.42","448,187.80","448,187.80","Industrial","BK6XNS1","US55336VAY65","3.50","Dec 01, 2022","2.25","2.21","2.63","431,000.00"
"TAKEDA PHARMACEUTICAL CO LTD","Fixed Income","0.00","103.48","442,713.53","442,713.53","Industrial","-","US874060AQ96","4.00","Nov 26, 2021","2.05","1.96","1.68","425,000.00"
"FLORIDA POWER CORPORATION","Fixed Income","0.00","145.02","442,097.92","442,097.92","Utility","B27YLH2","US341099CH09","6.35","Sep 15, 2037","3.03","3.03","11.70","300,000.00"
"ADVENTIST HEALTH SYSTEM WEST","Fixed Income","0.00","101.94","440,401.10","440,401.10","Industrial","-","US007944AF80","2.95","Mar 01, 2029","2.71","2.70","7.83","429,000.00"
"JAPAN BANK FOR INTERNATIONAL COOPE","Fixed Income","0.00","110.39","441,852.89","441,852.89","Agency","BF1BQB9","US471048BT45","3.25","Jul 20, 2028","1.92","1.92","7.47","400,000.00"
"APPALACHIAN POWER CO","Fixed Income","0.00","102.41","441,654.81","441,654.81","Utility","B4QK216","US037735CR68","4.60","Mar 30, 2021","2.50","1.95","0.89","425,000.00"
"FGOLD 15YR 3% SHLB 175K 2013","Fixed Income","0.00","103.42","439,123.03","439,123.03","MBS Pass-Through","-","-","3.00","Nov 01, 2028","1.77","1.77","2.55","423,672.00"
"PROVIDENCE ST JOSEPH HEALTH OBLIGA","Fixed Income","0.00","105.69","440,169.00","440,169.00","Industrial","BYYHKY8","US743756AB40","2.75","Oct 01, 2026","1.84","1.84","6.06","413,000.00"
"CUBESMART LP","Fixed Income","0.00","101.58","435,513.08","435,513.08","Financial Institutions","-","US22966RAF38","3.00","Feb 15, 2030","2.82","2.81","8.53","425,000.00"
"ANALOG DEVICES INC","Fixed Income","0.00","102.65","438,175.89","438,175.89","Industrial","BKJBDM6","US032654AH86","2.88","Jun 01, 2023","2.05","1.99","3.00","425,000.00"
"KINDER MORGAN ENERGY PARTNERS LP","Fixed Income","0.00","131.59","436,542.89","436,542.89","Industrial","2739272","US494550AJ57","7.40","Mar 15, 2031","3.88","3.88","8.00","325,000.00"
"CNH INDUSTRIAL CAPITAL LLC","Fixed Income","0.00","102.89","439,931.34","439,931.34","Industrial","BD73LQ5","US12592BAG95","3.88","Oct 15, 2021","2.14","2.14","1.64","423,000.00"
"VIRGINIA ELECTRIC AND POWER COMPAN","Fixed Income","0.00","104.36","439,813.73","439,813.73","Utility","BKB0280","US927804GB45","2.88","Jul 15, 2029","2.36","2.35","8.20","421,000.00"
"NORFOLK SOUTHERN CORPORATION","Fixed Income","0.00","112.02","439,606.91","439,606.91","Industrial","B8HY550","US655844BM95","3.95","Oct 01, 2042","3.20","3.19","15.06","388,000.00"
"UDR INC MTN","Fixed Income","0.00","108.81","440,456.00","440,456.00","Financial Institutions","BYRT3H5","US90265EAK64","4.00","Oct 01, 2025","2.33","2.26","4.89","400,000.00"
"ASTRAZENECA PLC","Fixed Income","0.00","123.22","438,111.09","438,111.09","Industrial","BGHJWG1","US046353AU26","4.38","Aug 17, 2048","3.14","3.13","17.00","350,000.00"
"CAMPBELL SOUP CO","Fixed Income","0.00","101.03","439,671.66","439,671.66","Industrial","B8GPWW0","US134429AY59","2.50","Aug 02, 2022","2.08","2.08","2.40","430,000.00"
"ATMOS ENERGY CORPORATION","Fixed Income","0.00","103.02","431,043.21","431,043.21","Utility","-","US049560AR65","2.63","Sep 15, 2029","2.27","2.27","8.36","415,000.00"
"CONSUMERS ENERGY COMPANY","Fixed Income","0.00","105.99","429,854.11","429,854.11","Utility","BDCCZX2","US210518CZ72","3.25","Aug 15, 2046","2.92","2.92","17.52","400,000.00"
"BOEING COMPANY","Fixed Income","0.00","133.21","432,417.24","432,417.24","Industrial","2341116","US097023AU94","6.13","Feb 15, 2033","3.03","3.03","9.44","318,000.00"
"FNMA 30YR 3.5% SHLB 175K 2013","Fixed Income","0.00","105.51","429,531.38","429,531.38","MBS Pass-Through","-","-","3.50","May 01, 2043","2.43","2.43","1.95","406,071.00"
"TOYOTA MOTOR CREDIT CORP MTN","Fixed Income","0.00","106.86","432,276.07","432,276.07","Industrial","BF5RD45","US89236TEM36","3.05","Jan 11, 2028","2.11","2.11","7.09","404,000.00"
"DALLAS TEX INDPT SCH DIST","Fixed Income","0.00","104.76","430,705.67","430,705.67","Local Authority","-","US235308RA34","6.45","Feb 15, 2035","5.93","1.84","1.00","400,000.00"
"AMEREN ILLINOIS CO","Fixed Income","0.00","105.58","427,628.33","427,628.33","Utility","BV0W6F9","US02361DAP50","3.25","Mar 01, 2025","2.09","2.03","4.49","400,000.00"
"DUKE ENERGY CAROLINAS LLC","Fixed Income","0.00","115.40","422,483.36","422,483.36","Utility","B8GF9H4","US26442CAN48","4.00","Sep 30, 2042","3.05","3.04","15.10","362,000.00"
"DALLAS FORT WORTH TEX INTL ARP","Fixed Income","0.00","104.40","425,905.29","425,905.29","Local Authority","-","US2350364X55","3.14","Nov 01, 2045","2.88","2.88","16.19","405,000.00"
"BURLINGTON NORTHERN SANTA FE LLC","Fixed Income","0.00","102.43","424,587.00","424,587.00","Industrial","B78B263","US12189LAH42","3.05","Mar 15, 2022","1.88","1.73","1.82","410,000.00"
"GEORGIA POWER COMPANY","Fixed Income","0.00","102.14","423,197.82","423,197.82","Utility","B8BPLQ2","US373334JX00","2.85","May 15, 2022","1.89","1.89","2.21","412,000.00"
"LASMO USA INC","Fixed Income","0.00","130.50","422,333.69","422,333.69","Industrial","2125837","US51808BAE20","7.30","Nov 15, 2027","2.90","2.90","6.21","320,000.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.00","105.62","427,532.17","427,532.17","MBS Pass-Through","-","-","3.50","Nov 01, 2042","2.40","2.40","1.95","403,793.00"
"GNMA 30YR","Fixed Income","0.00","102.97","427,507.35","427,507.35","MBS Pass-Through","-","US36182WLM37","3.00","Sep 15, 2044","2.33","2.33","4.43","414,281.00"
"JETBLUE 2019-1 CLASS AA PASS THROU","Fixed Income","0.00","102.61","426,181.12","426,181.12","Industrial","-","US477143AH41","2.75","Nov 15, 2033","2.43","2.43","8.05","413,000.00"
"WILLIS NORTH AMERICA INC","Fixed Income","0.00","104.79","426,152.39","426,152.39","Financial Institutions","-","US970648AK73","3.88","Sep 15, 2049","3.61","3.61","17.36","401,000.00"
"REGENCY CENTERS LP","Fixed Income","0.00","106.49","421,115.84","421,115.84","Financial Institutions","BYMXPD2","US75884RAV50","3.60","Feb 01, 2027","2.58","2.55","6.00","389,000.00"
"ENTERPRISE PRODUCTS OPERATING LLC","Fixed Income","0.00","104.22","425,287.57","425,287.57","Industrial","B56X074","US29379VAU70","4.05","Feb 15, 2022","1.94","1.94","1.94","401,000.00"
"BRIXMOR OPERATING PARTNERSHIP LP","Fixed Income","0.00","105.75","426,867.61","426,867.61","Financial Institutions","BF6Q7H2","US11120VAF04","3.65","Jun 15, 2024","2.26","2.21","3.94","402,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","102.10","417,635.89","417,635.89","Industrial","B3QQKM4","US24422ERM39","2.75","Mar 15, 2022","1.74","1.74","2.05","405,000.00"
"AFLAC INCORPORATED","Fixed Income","0.00","104.28","417,265.14","417,265.14","Financial Institutions","BDHDTT4","US001055AQ51","2.88","Oct 15, 2026","2.19","2.16","5.95","397,000.00"
"FGOLD 30YR 3.5% MLB 125K 2017","Fixed Income","0.00","106.12","414,074.06","414,074.06","MBS Pass-Through","-","-","3.50","Jan 01, 2048","2.38","2.38","1.95","389,233.00"
"FGOLD 30YR 4% 100% NY 2017","Fixed Income","0.00","107.84","418,417.55","418,417.55","MBS Pass-Through","-","-","4.00","Apr 01, 2048","2.66","2.66","1.31","386,918.00"
"NISOURCE INC","Fixed Income","0.00","104.97","415,299.53","415,299.53","Utility","BJH0SF6","US65473PAF27","3.65","Jun 15, 2023","2.12","2.08","3.11","394,000.00"
"ESSEX PORTFOLIO LP","Fixed Income","0.00","103.43","415,819.51","415,819.51","Financial Institutions","B401V52","US29717PAE79","3.25","May 01, 2023","2.15","2.07","2.88","399,000.00"
"HUBBELL INCORPORATED","Fixed Income","0.00","103.14","418,269.00","418,269.00","Industrial","BF22PH0","US443510AH55","3.15","Aug 15, 2027","2.69","2.67","6.54","400,000.00"
"IPALCO ENTERPRISES INC","Fixed Income","0.00","104.16","415,334.63","415,334.63","Utility","BDFKM54","US462613AM21","3.70","Sep 01, 2024","2.73","2.70","4.09","393,000.00"
"UNITED PARCEL SERVICE INC","Fixed Income","0.00","101.48","409,872.00","409,872.00","Industrial","BK81HL4","US911312BT23","2.20","Sep 01, 2024","1.86","1.86","4.29","400,000.00"
"WESTAR ENERGY INC","Fixed Income","0.00","115.88","410,247.25","410,247.25","Utility","B95XFC3","US95709TAJ97","4.10","Apr 01, 2043","3.13","3.12","15.20","350,000.00"
"TEXAS INSTRUMENTS INC","Fixed Income","0.00","101.64","412,810.23","412,810.23","Industrial","B8YPY48","US882508AW42","2.25","May 01, 2023","1.73","1.69","2.96","404,000.00"
"FNMA 30YR 4.5% LTV > 90 2011","Fixed Income","0.00","108.74","409,282.46","409,282.46","MBS Pass-Through","-","-","4.50","May 01, 2041","2.53","2.53","0.85","375,207.00"
"MEADWESTVACO CORP","Fixed Income","0.00","141.16","410,222.72","410,222.72","Industrial","2546814","US961548AV62","8.20","Jan 15, 2030","3.32","3.32","7.43","290,000.00"
"ONEOK PARTNERS LP","Fixed Income","0.00","124.19","411,078.06","411,078.06","Industrial","BDS54B6","US68268NAM56","6.20","Sep 15, 2043","4.52","4.50","13.18","325,000.00"
"MASCO CORPORATION","Fixed Income","0.00","101.48","413,544.49","413,544.49","Industrial","BDFVX32","US574599BK14","3.50","Apr 01, 2021","2.22","2.12","1.06","403,000.00"
"CSX CORP","Fixed Income","0.00","121.24","412,521.51","412,521.51","Industrial","BD6D9P1","US126408HL09","4.65","Mar 01, 2068","3.70","3.70","20.54","335,000.00"
"MOSAIC CO","Fixed Income","0.00","102.73","413,572.11","413,572.11","Industrial","BD5W7Y4","US61945CAF05","3.25","Nov 15, 2022","2.24","2.21","2.60","400,000.00"
"PNC BANK NA","Fixed Income","0.00","100.65","402,770.67","402,770.67","Financial Institutions","BDVNKG4","US69353RFH66","2.50","Jan 22, 2021","1.83","1.77","0.89","400,000.00"
"ALABAMA POWER COMPANY","Fixed Income","0.00","142.41","405,602.40","405,602.40","Utility","B4QV918","US010392FB98","6.00","Mar 01, 2039","3.05","3.05","12.47","280,000.00"
"LLOYDS TSB BANK PLC","Fixed Income","0.00","104.45","405,750.84","405,750.84","Financial Institutions","B3VJCJ9","US539473AH14","6.38","Jan 21, 2021","1.78","1.78","0.96","388,000.00"
"FGOLD 30YR 2012 PRODUCTION","Fixed Income","0.00","109.20","405,016.71","405,016.71","MBS Pass-Through","-","-","4.50","Dec 01, 2045","2.45","2.45","0.85","369,740.00"
"GNMA 30YR 3.5% MLB 125K 2014","Fixed Income","0.00","106.09","400,820.55","400,820.55","MBS Pass-Through","-","-","3.50","Oct 15, 2044","2.02","2.02","2.45","376,884.00"
"GNMA 30YR 3% HLB 150K 2013","Fixed Income","0.00","102.75","402,504.16","402,504.16","MBS Pass-Through","-","-","3.00","Mar 15, 2043","2.46","2.46","3.71","390,881.00"
"ALTRIA GROUP INC","Fixed Income","0.00","103.18","403,084.36","403,084.36","Industrial","B831ZW2","US02209SAP83","2.95","May 02, 2023","1.94","1.94","3.09","388,000.00"
"LIBERTY PROPERTY LP","Fixed Income","0.00","106.43","403,065.94","403,065.94","Financial Institutions","BZ6SKL3","US53117CAS17","3.25","Oct 01, 2026","2.21","2.17","5.83","375,000.00"
"OGLETHORPE POWER CORPORATION","Fixed Income","0.00","120.57","403,283.92","403,283.92","Utility","BJXRH21","US677050AN64","5.05","Oct 01, 2048","3.86","3.85","15.89","330,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","105.99","395,989.85","395,989.85","Industrial","-","US24422EUR88","3.45","Jan 10, 2024","1.87","1.87","3.70","373,000.00"
"HONEYWELL INTERNATIONAL INC","Fixed Income","0.00","137.75","398,574.88","398,574.88","Industrial","B114R62","US438516AR73","5.70","Mar 15, 2036","2.78","2.78","11.30","285,000.00"
"CONSUMERS ENERGY COMPANY","Fixed Income","0.00","112.26","395,599.94","395,599.94","Utility","BGYTGG2","US210518DC78","3.80","Nov 15, 2028","2.26","2.22","7.39","350,000.00"
"FNMA 30YR 3% LTV > 90 2013","Fixed Income","0.00","103.46","393,717.50","393,717.50","MBS Pass-Through","-","-","3.00","Jun 01, 2043","2.36","2.36","3.07","379,720.00"
"CRANE CO.","Fixed Income","0.00","103.63","397,575.36","397,575.36","Industrial","BDCXXQ4","US224399AT28","4.20","Mar 15, 2048","3.98","3.98","16.22","378,000.00"
"AERCAP IRELAND CAPITAL DAC","Fixed Income","0.00","104.15","396,684.77","396,684.77","Financial Institutions","BHLNTN2","US00774MAH88","4.45","Dec 16, 2021","2.19","2.09","1.73","379,000.00"
"ENTERPRISE PRODUCTS OPERATING LLC","Fixed Income","0.00","102.12","393,722.71","393,722.71","Industrial","BKM3QK8","US29379VBZ58","3.95","Jan 31, 2060","3.85","3.85","19.77","385,000.00"
"BLACK HILLS CORPORATION","Fixed Income","0.00","109.70","394,957.62","394,957.62","Utility","BDHDF96","US092113AN95","4.20","Sep 15, 2046","3.63","3.62","16.07","355,000.00"
"SIMON PROPERTY GROUP LP","Fixed Income","0.00","107.40","389,597.68","389,597.68","Financial Institutions","BYT34K5","US828807CV75","3.50","Sep 01, 2025","2.09","2.03","4.88","358,000.00"
"PUBLIC SERVICE COMPANY OF COLORADO","Fixed Income","0.00","110.79","387,917.90","387,917.90","Utility","B7V8P28","US744448CG45","3.60","Sep 15, 2042","2.94","2.93","15.46","346,000.00"
"BP CAPITAL MARKETS PLC","Fixed Income","0.00","102.99","388,999.27","388,999.27","Industrial","B87XBL5","US05565QBZ00","3.25","May 06, 2022","1.89","1.89","2.18","375,000.00"
"MASSACHUSETTS ST","Fixed Income","0.00","103.52","390,693.75","390,693.75","Local Authority","B40NC55","US57582PWK29","4.20","Dec 01, 2021","1.64","1.64","1.36","375,000.00"
"FGOLD 15YR 3% LLB 85K 2016","Fixed Income","0.00","103.93","387,008.38","387,008.38","MBS Pass-Through","-","-","3.00","Dec 01, 2031","1.85","1.85","2.55","371,580.00"
"FGOLD 30YR 4.5% SHLB 200K 2018","Fixed Income","0.00","107.80","391,076.00","391,076.00","MBS Pass-Through","-","-","4.50","Oct 01, 2048","2.20","2.20","1.65","361,660.00"
"TENNESSEE GAS PIPELINE CO","Fixed Income","0.00","124.05","386,249.29","386,249.29","Industrial","2689667","US880451AS80","7.00","Mar 15, 2027","3.20","3.20","5.73","305,000.00"
"SELECTIVE INSURANCE GROUP INC.","Fixed Income","0.00","123.82","390,630.35","390,630.35","Financial Institutions","BJXH6M4","US816300AH07","5.38","Mar 01, 2049","3.98","3.97","15.62","310,000.00"
"AIR LEASE CORPORATION","Fixed Income","0.00","100.48","387,160.85","387,160.85","Financial Institutions","-","US00914AAD46","2.25","Jan 15, 2023","2.08","2.08","2.87","385,000.00"
"INTEL CORPORATION","Fixed Income","0.00","121.65","384,793.41","384,793.41","Industrial","B93P3K5","US458140AP51","4.25","Dec 15, 2042","2.94","2.94","15.31","315,000.00"
"BURLINGTON NORTHERN SANTA FE LLC","Fixed Income","0.00","108.81","380,543.34","380,543.34","Industrial","BYV3D62","US12189LAY74","3.65","Sep 01, 2025","1.98","1.91","4.86","345,000.00"
"BOEING CO","Fixed Income","0.00","104.95","384,515.09","384,515.09","Industrial","BJHMV86","US097023CF00","3.83","Mar 01, 2059","3.59","3.59","19.92","361,000.00"
"FNMA 30YR 3% 100% NY 2012","Fixed Income","0.00","104.30","382,328.14","382,328.14","MBS Pass-Through","-","-","3.00","Aug 01, 2042","2.41","2.41","3.07","365,783.00"
"FN 5/1 12M Libor ARM","Fixed Income","0.00","103.62","382,505.54","382,505.54","MBS Pass-Through","-","US3138AHPM21","4.35","Aug 01, 2041","2.61","2.61","0.81","367,995.00"
"FNMA 15YR 2.5% HLB 150K 2015","Fixed Income","0.00","102.03","384,247.67","384,247.67","MBS Pass-Through","-","-","2.50","Feb 01, 2030","1.84","1.84","3.38","375,900.00"
"CABOT CORPORATION","Fixed Income","0.00","103.51","383,473.96","383,473.96","Industrial","B8J4PV4","US127055AH48","3.70","Jul 15, 2022","2.23","2.23","2.36","370,000.00"
"GENERAL MOTORS FINANCIAL CO INC","Fixed Income","0.00","101.43","383,117.03","383,117.03","Industrial","BY7RCV6","US37045XBM74","3.20","Jul 06, 2021","2.19","2.13","1.33","377,000.00"
"PECO ENERGY CO","Fixed Income","0.00","115.93","376,072.00","376,072.00","Utility","BD6DM41","US693304AW72","3.90","Mar 01, 2048","3.05","3.04","17.36","320,000.00"
"ANHEUSER-BUSCH INBEV WORLDWIDE INC MTN","Fixed Income","0.00","106.08","371,827.94","371,827.94","Industrial","BFYCQQ4","US035240AJ96","3.50","Jan 12, 2024","1.90","1.86","3.64","350,000.00"
"PARKER HANNIFIN CORPORATION","Fixed Income","0.00","102.97","371,862.00","371,862.00","Industrial","BKKDHK7","US701094AM61","2.70","Jun 14, 2024","1.99","1.98","4.07","360,000.00"
"FGOLD 30YR 4% FICO <660 2016","Fixed Income","0.00","105.36","374,504.98","374,504.98","MBS Pass-Through","-","-","4.00","Feb 01, 2046","2.46","2.46","1.31","354,459.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.00","107.76","377,633.48","377,633.48","MBS Pass-Through","-","-","4.00","Oct 01, 2048","2.50","2.50","1.31","349,473.00"
"PHILLIPS 66 PARTNERS LP","Fixed Income","0.00","105.21","373,958.42","373,958.42","Industrial","BVYVG29","US718549AB44","3.61","Feb 15, 2025","2.50","2.45","4.42","350,000.00"
"EQUIFAX INC","Fixed Income","0.00","105.80","371,944.32","371,944.32","Industrial","BG4R978","US294429AN54","3.95","Jun 15, 2023","2.16","2.12","3.10","350,000.00"
"KEYSIGHT TECHNOLOGIES INC","Fixed Income","0.00","102.18","370,731.60","370,731.60","Industrial","BKLFFL9","US49338LAF04","3.00","Oct 30, 2029","2.74","2.74","8.32","360,000.00"
"BANK OF NEW YORK MELLON CORP/T MTN","Fixed Income","0.00","102.26","365,065.46","365,065.46","Financial Institutions","B4MX8W2","US06406HBU23","4.15","Feb 01, 2021","1.87","1.87","0.97","350,000.00"
"ALABAMA POWER COMPANY","Fixed Income","0.00","112.17","366,533.65","366,533.65","Utility","B905R28","US010392FJ25","3.85","Dec 01, 2042","3.10","3.10","15.48","325,000.00"
"AMERICAN HONDA FINANCE CORPORATION MTN","Fixed Income","0.00","101.31","363,330.62","363,330.62","Industrial","BGMJSZ7","US02665WCS89","3.15","Jan 08, 2021","1.74","1.74","0.93","358,000.00"
"TD AMERITRADE HOLDING CORP","Fixed Income","0.00","107.23","367,510.32","367,510.32","Financial Institutions","BRWR212","US87236YAD04","3.63","Apr 01, 2025","2.14","2.07","4.52","339,000.00"
"PACCAR FINANCIAL CORP","Fixed Income","0.00","100.56","364,448.80","364,448.80","Industrial","-","US69371RQ334","2.00","Sep 26, 2022","1.78","1.78","2.57","360,000.00"
"NEVADA POWER COMPANY","Fixed Income","0.00","143.15","363,278.12","363,278.12","Utility","B1G2SS0","US641423BP26","6.65","Apr 01, 2036","3.21","3.21","10.88","250,000.00"
"AVALONBAY COMMUNITIES INC MTN","Fixed Income","0.00","114.80","365,141.17","365,141.17","Financial Institutions","BYW4234","US05348EAZ25","3.90","Oct 15, 2046","3.08","3.07","16.88","315,000.00"
"EOG RESOURCES INC","Fixed Income","0.00","105.42","367,220.59","367,220.59","Industrial","BVYPFH9","US26875PAM32","3.15","Apr 01, 2025","2.04","1.99","4.59","345,000.00"
"INTERSTATE POWER AND LIGHT CO","Fixed Income","0.00","137.69","365,484.54","365,484.54","Utility","B682Y29","US461070AG92","6.25","Jul 15, 2039","3.55","3.55","12.51","265,000.00"
