Name,AssetClass,Weight,Price,MarketValue,NotionalValue,Sector,SEDOL,ISIN,Coupon,Maturity,YTM,Yield to Worst,Duration,Par Value
ELECTRICITE DE FRANCE SA 144A,Fixed Income,0.02,123.43,299657.83,299657.83,Owned No Guarantee,BYXVW45,US268317AR59,5.25,"Oct 13, 2055",4.01,4.00,17.39,240000.00
MIDAMERICAN ENERGY COMPANY,Fixed Income,0.02,141.31,298993.23,298993.23,Electric,B06LL58,US595620AB14,6.75,"Dec 30, 2031",2.68,2.68,8.88,211000.00
CSX CORP,Fixed Income,0.02,128.42,298743.12,298743.12,Transportation,B56NM23,US126408GU17,5.50,"Apr 15, 2041",3.58,3.55,13.27,230000.00
VERIZON COMMUNICATIONS INC,Fixed Income,0.02,125.45,298646.88,298646.88,Communications,BYM0W21,US92343VCZ58,4.67,"Mar 15, 2055",3.42,3.42,18.56,235000.00
WALT DISNEY COMPANY (THE),Fixed Income,0.02,146.45,298342.79,298342.79,Communications,2854216,US25468PBW59,7.00,"Mar 01, 2032",2.52,2.52,8.81,200000.00
CHUBB CORPORATION,Fixed Income,0.02,140.77,298064.22,298064.22,Insurance,B1XD1V0,US171232AQ41,6.00,"May 11, 2037",2.97,2.97,11.77,210000.00
MARS INCORPORATED 144A,Fixed Income,0.01,107.05,297079.46,297079.46,Consumer Non-Cyclical,BHND5D2,US571676AB18,3.20,"Apr 01, 2030",2.42,2.40,8.57,275000.00
BOEING CO,Fixed Income,0.01,104.53,296558.97,296558.97,Capital Goods,BFXLL23,US097023BY08,3.55,"Mar 01, 2038",3.22,3.21,13.11,280000.00
WALGREENS BOOTS ALLIANCE INC,Fixed Income,0.01,103.46,296712.58,296712.58,Consumer Cyclical,BYVG9R4,US931427AR91,4.65,"Jun 01, 2046",4.43,4.42,15.08,285000.00
WESTAR ENERGY INC,Fixed Income,0.01,119.20,296434.78,296434.78,Electric,BD1NQX3,US95709TAK60,4.63,"Sep 01, 2043",3.43,3.42,14.75,245000.00
3M COMPANY MTN,Fixed Income,0.01,135.46,295524.69,295524.69,Capital Goods,B1VSN66,US88579EAC93,5.70,"Mar 15, 2037",3.03,3.03,11.71,215000.00
TTX COMPANY MTN 144A,Fixed Income,0.01,117.59,294547.41,294547.41,Transportation,BDHLG42,US87305QCM15,4.20,"Jul 01, 2046",3.21,3.20,16.52,250000.00
ENCANA CORPORATION,Fixed Income,0.01,122.17,293848.86,293848.86,Energy,B23Y0M4,US292505AE49,6.63,"Aug 15, 2037",4.75,4.75,10.88,235000.00
ESSEX PORTFOLIO LP,Fixed Income,0.01,117.96,292853.77,292853.77,Reits,--,US29717PAS65,4.50,"Mar 15, 2048",3.49,3.48,16.45,245000.00
WALT DISNEY COMPANY (THE),Fixed Income,0.01,116.47,292617.75,292617.75,Communications,B795V01,US25468PCR55,4.13,"Dec 01, 2041",3.08,3.08,14.84,250000.00
NATIONWIDE MUTUAL INSURANCE COMPAN 144A,Fixed Income,0.01,144.68,291657.54,291657.54,Insurance,2849308,US638671AC19,8.25,"Dec 01, 2031",3.59,3.59,8.36,200000.00
ONE GAS INC,Fixed Income,0.01,121.41,290480.10,290480.10,Natural Gas,BSKRSL3,US68235PAF53,4.66,"Feb 01, 2044",3.35,3.34,14.90,235000.00
NOVARTIS CAPITAL CORP,Fixed Income,0.01,112.21,289285.25,289285.25,Consumer Non-Cyclical,B8DX0S9,US66989HAF55,3.70,"Sep 21, 2042",2.96,2.96,15.50,255000.00
CONSUMERS ENERGY COMPANY,Fixed Income,0.01,115.49,288880.25,288880.25,Electric,BDCJP11,US210518DA13,3.95,"Jul 15, 2047",3.11,3.10,17.24,250000.00
MACYS RETAIL HOLDINGS INC,Fixed Income,0.01,83.07,288781.89,288781.89,Consumer Cyclical,B92RSZ2,US55616XAJ63,4.30,"Feb 15, 2043",5.62,5.62,13.33,340000.00
DELMARVA POWER & LIGHT CO,Fixed Income,0.01,114.43,287978.84,287978.84,Electric,BWWC535,US247109BT78,4.15,"May 15, 2045",3.30,3.29,15.98,250000.00
SYSCO CORP,Fixed Income,0.01,125.65,286752.03,286752.03,Consumer Non-Cyclical,B0LCXQ1,US871829AJ69,5.38,"Sep 21, 2035",3.27,3.27,11.04,225000.00
MIDAMERICAN ENERGY COMPANY,Fixed Income,0.01,119.90,285202.08,285202.08,Electric,BZ4C9B0,US595620AP00,4.25,"May 01, 2046",3.13,3.12,16.38,236000.00
BURLINGTON NORTHERN SANTA FE CORPO,Fixed Income,0.01,139.67,284704.27,284704.27,Transportation,B1BW379,US12189TAX28,6.20,"Aug 15, 2036",3.12,3.12,11.18,200000.00
TRUSTEES OF DARTMOUTH COLLEGE,Fixed Income,0.01,108.81,284156.59,284156.59,Industrial Other,BYYYV24,US89837RAD44,3.47,"Jun 01, 2046",2.99,2.99,17.40,260000.00
ONEOK INC,Fixed Income,0.01,122.86,283951.49,283951.49,Energy,B0BP4K1,US682680AN39,6.00,"Jun 15, 2035",4.00,4.00,10.60,230000.00
SELECTIVE INSURANCE GROUP INC.,Fixed Income,0.01,121.11,283360.43,283360.43,Insurance,BJXH6M4,US816300AH07,5.38,"Mar 01, 2049",4.12,4.11,15.49,230000.00
OWENS CORNING,Fixed Income,0.01,100.87,283151.97,283151.97,Capital Goods,BG063N3,US690742AH44,4.40,"Jan 30, 2048",4.35,4.35,15.59,275000.00
ABBOTT LABORATORIES,Fixed Income,0.01,139.59,282844.03,282844.03,Consumer Non-Cyclical,B5YSM31,US002824AV29,6.00,"Apr 01, 2039",3.22,3.22,12.48,200000.00
CONSUMERS ENERGY COMPANY,Fixed Income,0.01,114.15,281437.45,281437.45,Electric,B98D0N6,US210518CU85,3.95,"May 15, 2043",3.09,3.08,15.46,245000.00
TEACHERS INSUR & ANNUITY 144A,Fixed Income,0.01,150.23,280665.00,280665.00,Insurance,B50WZ61,US878091BC04,6.85,"Dec 16, 2039",3.37,3.37,12.50,186000.00
ROCKIES EXPRESS PIPELINE LLC 144A,Fixed Income,0.01,107.79,280582.73,280582.73,Energy,B3B9SZ7,US77340RAD98,7.50,"Jul 15, 2038",6.76,6.76,10.37,260000.00
AEP TEXAS INC,Fixed Income,0.01,113.14,279448.25,279448.25,Electric,BKBTGX0,US00108WAJ99,4.15,"May 01, 2049",3.43,3.43,17.26,245000.00
OCCIDENTAL PETROLEUM CORPORATION,Fixed Income,0.01,138.85,279289.49,279289.49,Energy,BK8VN72,US674599DH56,7.95,"Jun 15, 2039",4.84,4.84,11.29,200000.00
KLA-TENCOR CORP,Fixed Income,0.01,122.68,278864.18,278864.18,Technology,BSDRZ19,US482480AF77,5.65,"Nov 01, 2034",3.65,3.62,10.33,225000.00
MEGA ADVANCE INVESTMENTS LTD 144A,Fixed Income,0.01,137.69,277831.75,277831.75,Natural Gas,B45HLM2,US58516NAB01,6.38,"May 12, 2041",3.78,3.78,12.97,200000.00
EMIRATES SEMB CORP WATER AND POWER 144A,Fixed Income,0.01,108.70,277003.46,277003.46,Owned No Guarantee,BDT79T4,US29135EAA47,4.45,"Aug 01, 2035",3.59,3.59,9.62,250000.00
ANALOG DEVICES INC,Fixed Income,0.01,125.38,277002.75,277002.75,Technology,BYX3MD0,US032654AK16,5.30,"Dec 15, 2045",3.76,3.74,15.08,220000.00
ENABLE MIDSTREAM PARTNERS LP,Fixed Income,0.01,95.97,276139.53,276139.53,Energy,BDDVYR5,US292480AJ92,5.00,"May 15, 2044",5.30,5.30,13.59,285000.00
PUBLIC SERVICE COMPANY OF COLORADO,Fixed Income,0.01,109.11,275931.09,275931.09,Electric,B7V8P28,US744448CG45,3.60,"Sep 15, 2042",3.04,3.03,15.40,250000.00
AT&T INC,Fixed Income,0.01,121.72,275081.46,275081.46,Communications,--,US00206RJJ23,5.35,"Dec 15, 2043",3.94,3.94,14.35,225000.00
NUTRIEN LTD,Fixed Income,0.01,119.96,274919.60,274919.60,Basic Industry,BG43QX1,US67077MAS70,5.25,"Jan 15, 2045",3.98,3.97,14.69,229000.00
NORTHERN STATES POWER MINN,Fixed Income,0.01,117.70,274825.10,274825.10,Electric,BMM2784,US665772CL17,4.13,"May 15, 2044",3.08,3.07,15.75,232000.00
MEADWESTVACO CORP,Fixed Income,0.01,140.66,274547.56,274547.56,Basic Industry,2546814,US961548AV62,8.20,"Jan 15, 2030",3.37,3.37,7.44,195000.00
ONCOR ELECTRIC DELIVERY CO.,Fixed Income,0.01,148.17,274333.52,274333.52,Electric,2066293,US68233DAP24,7.25,"Jan 15, 2033",2.80,2.80,9.35,185000.00
CIGNA CORP 144A,Fixed Income,0.01,132.12,273152.44,273152.44,Consumer Non-Cyclical,--,US125523CC23,6.13,"Nov 15, 2041",3.92,3.92,13.19,205000.00
DEERE & CO,Fixed Income,0.01,142.48,272997.29,272997.29,Capital Goods,2761446,US244199BA28,7.13,"Mar 03, 2031",2.68,2.68,8.20,188000.00
ONEOK PARTNERS LP,Fixed Income,0.01,127.78,272599.97,272599.97,Energy,B1FJV72,US68268NAC74,6.65,"Oct 01, 2036",4.30,4.30,10.76,210000.00
SOUTHERN COMPANY GAS CAPITAL CORP,Fixed Income,0.01,107.65,272145.23,272145.23,Natural Gas,BD30007,US8426EPAB43,3.95,"Oct 01, 2046",3.51,3.50,16.43,250000.00
PROVIDENCE ST JOSEPH HEALTH,Fixed Income,0.01,106.88,270070.83,270070.83,Consumer Non-Cyclical,BYYHL01,US743756AC23,3.74,"Oct 01, 2047",3.35,3.35,16.85,250000.00
COLUMBUS SOUTHERN POWER COMPANY,Fixed Income,0.01,138.94,268855.94,268855.94,Electric,2010126,US199575AT85,6.60,"Mar 01, 2033",2.99,2.99,9.37,190000.00
FLORIDA POWER & LIGHT CO,Fixed Income,0.01,131.49,267944.30,267944.30,Electric,B4V3Q52,US341081FD42,5.25,"Feb 01, 2041",3.18,3.15,13.40,200000.00
BROWN-FORMAN CORPORATION,Fixed Income,0.01,125.70,267904.20,267904.20,Consumer Non-Cyclical,BYX0316,US115637AP57,4.50,"Jul 15, 2045",3.04,3.03,16.06,213000.00
DUKE ENERGY CAROLINAS LLC,Fixed Income,0.01,110.97,267571.59,267571.59,Electric,BWC4XL5,US26442CAP95,3.75,"Jun 01, 2045",3.12,3.11,16.51,240000.00
DARTMOUTH-HITCHCOCK HEALTH,Fixed Income,0.01,114.40,267655.58,267655.58,Consumer Non-Cyclical,BG04CD0,US23745QAA22,4.18,"Aug 01, 2048",3.39,3.38,16.88,230000.00
CANADIAN NATIONAL RAILWAY COMPANY,Fixed Income,0.01,140.44,266713.21,266713.21,Transportation,B01VZ40,US136375BL52,6.25,"Aug 01, 2034",2.83,2.83,10.21,186000.00
SOUTHERN POWER CO,Fixed Income,0.01,118.40,266590.82,266590.82,Electric,BCB8385,US843646AJ93,5.25,"Jul 15, 2043",4.03,4.03,14.25,225000.00
CONSOLIDATED EDISON CO OF NEW YORK,Fixed Income,0.01,135.98,266279.72,266279.72,Electric,B5M23K9,US209111FA63,5.70,"Jun 15, 2040",3.27,3.27,13.22,195000.00
INTERNATIONAL FLAVORS & FRAGRANCES,Fixed Income,0.01,105.92,266311.48,266311.48,Basic Industry,BDS6RQ5,US459506AE19,4.38,"Jun 01, 2047",4.02,4.01,15.95,250000.00
EQUIFAX INC,Fixed Income,0.01,132.42,265613.93,265613.93,Technology,B1Z9398,US294429AG04,7.00,"Jul 01, 2037",4.33,4.33,11.08,200000.00
UNITED TECHNOLOGIES CORP,Fixed Income,0.01,138.52,264780.19,264780.19,Capital Goods,B15S8P6,US913017BK42,6.05,"Jun 01, 2036",3.04,3.04,11.30,190000.00
TAMPA ELECTRIC CO,Fixed Income,0.01,116.71,264392.60,264392.60,Electric,BMMVFY3,US875127BC57,4.35,"May 15, 2044",3.34,3.33,15.40,225000.00
FEDEX CORP,Fixed Income,0.01,99.73,264066.32,264066.32,Transportation,B8DMKV9,US31428XAT37,3.88,"Aug 01, 2042",3.89,3.89,14.64,260000.00
MAGELLAN MIDSTREAM PARTNERS LP,Fixed Income,0.01,101.84,263430.96,263430.96,Energy,BW2PNS5,US559080AJ56,4.20,"Mar 15, 2045",4.08,4.08,15.18,255000.00
OCP SA 144A,Fixed Income,0.01,130.07,263432.73,263432.73,Owned No Guarantee,BLT2HR9,US67091TAB17,6.88,"Apr 25, 2044",4.77,4.77,13.08,200000.00
PLAINS ALL AMERICAN PIPELINE LP,Fixed Income,0.01,91.94,263142.91,263142.91,Energy,B92Y2L7,US72650RBC51,4.30,"Jan 31, 2043",4.89,4.89,13.77,280000.00
SUNOCO LOGISTICS PARTNERS OPERATIO,Fixed Income,0.01,114.30,263121.27,263121.27,Energy,B6QFF83,US86765BAK52,6.10,"Feb 15, 2042",5.02,5.02,12.47,225000.00
HUTCHISON WHAMPOA INTL 03/33 144A,Fixed Income,0.01,148.67,262230.44,262230.44,Industrial Other,7723742,US44841SAC35,7.45,"Nov 24, 2033",3.10,3.10,9.62,175000.00
WAL-MART STORES INC,Fixed Income,0.01,151.33,262042.20,262042.20,Consumer Cyclical,B242VX5,US931142CK74,6.50,"Aug 15, 2037",2.79,2.79,11.67,170000.00
CORN PRODUCTS INTERNATIONAL INC,Fixed Income,0.01,129.12,261772.04,261772.04,Consumer Non-Cyclical,B67VG21,US219023AC21,6.63,"Apr 15, 2037",4.23,4.23,11.03,200000.00
CANADIAN NATURAL RESOURCES LIMITED,Fixed Income,0.01,138.24,261633.97,261633.97,Energy,B2NNGB2,US136385AP65,6.75,"Feb 01, 2039",3.89,3.89,11.74,185000.00
HUMANA INC,Fixed Income,0.01,120.02,261658.44,261658.44,Insurance,BYZKXY7,US444859BG60,4.80,"Mar 15, 2047",3.63,3.62,15.77,215000.00
DUKE ENERGY CAROLINAS,Fixed Income,0.01,139.71,261450.30,261450.30,Electric,B2NJBJ3,US26442CAB00,6.00,"Jan 15, 2038",3.10,3.10,12.13,187000.00
CLEVELAND CLINIC FOUNDATION,Fixed Income,0.01,130.44,261422.22,261422.22,Consumer Non-Cyclical,BYT8J72,US18600TAA07,4.86,"Jan 01, 2114",3.70,3.70,24.35,200000.00
EXELON CORPORATION,Fixed Income,0.01,142.74,261110.75,261110.75,Electric,2014656,US210371AF74,7.60,"Apr 01, 2032",3.31,3.31,8.63,180000.00
NEW YORK AND PRESBYTERIAN HOSPITAL,Fixed Income,0.01,103.43,260834.56,260834.56,Consumer Non-Cyclical,--,US649322AF16,3.95,"Aug 01, 2119",3.82,3.82,23.96,250000.00
INTERNATIONAL FLAVORS & FRAGRANCES,Fixed Income,0.01,116.70,260262.01,260262.01,Basic Industry,BFZ02C5,US459506AL51,5.00,"Sep 26, 2048",4.01,4.01,15.76,220000.00
PUBLIC SERVICE ELECTRIC AND GAS CO MTN,Fixed Income,0.01,109.18,259902.78,259902.78,Electric,B80G7N5,US74456QBA31,3.65,"Sep 01, 2042",3.08,3.07,15.30,235000.00
UDR INC,Fixed Income,0.01,103.79,259600.63,259600.63,Reits,BKDML54,US90265EAQ35,3.20,"Jan 15, 2030",2.76,2.75,8.48,250000.00
DTE ELECTRIC CO,Fixed Income,0.01,113.99,259220.63,259220.63,Electric,B7WKN85,US23338VAA44,4.00,"Apr 01, 2043",3.15,3.13,15.27,225000.00
WESTERN & SOUTHERN FINANCIAL GROUP 144A,Fixed Income,0.01,129.36,258910.14,258910.14,Insurance,2065836,US957576AA94,5.75,"Jul 15, 2033",3.07,3.07,9.95,200000.00
INDIANA MICHIGAN POWER CO,Fixed Income,0.01,107.67,258918.20,258918.20,Electric,BDRM6Q7,US454889AR79,3.75,"Jul 01, 2047",3.32,3.32,17.21,240000.00
DUKE ENERGY INDIANA LLC,Fixed Income,0.01,102.26,258218.42,258218.42,Electric,--,US26443TAB26,3.25,"Oct 01, 2049",3.13,3.13,18.63,250000.00
PRINCIPAL FINANCIAL GROUP INC,Fixed Income,0.01,133.54,258138.07,258138.07,Insurance,B1G0GN5,US74251VAA08,6.05,"Oct 15, 2036",3.40,3.40,11.30,191000.00
GRUPO TELEVISA SAB,Fixed Income,0.01,125.59,257002.94,257002.94,Communications,BZ1N3D6,US40049JBC09,6.13,"Jan 31, 2046",4.45,4.44,13.87,200000.00
CANADIAN NATURAL RESOURCES LIMITED,Fixed Income,0.01,125.68,256884.66,256884.66,Energy,B04SDS8,US136385AG66,5.85,"Feb 01, 2035",3.62,3.62,10.39,200000.00
AEP TEXAS INC,Fixed Income,0.01,102.22,256646.38,256646.38,Electric,--,US00108WAK62,3.45,"Jan 15, 2050",3.33,3.33,18.39,250000.00
LIMA METRO LINE 2 FINANCE LTD 144A,Fixed Income,0.01,117.63,256674.27,256674.27,Transportation,BZ0Y921,US532522AA74,5.88,"Jul 05, 2034",3.38,3.38,6.65,217731.00
BOEING CO,Fixed Income,0.01,101.08,256199.26,256199.26,Capital Goods,BKPHQJ6,US097023CN34,2.95,"Feb 01, 2030",2.83,2.82,8.49,250000.00
PACIFICORP,Fixed Income,0.01,142.10,255972.54,255972.54,Electric,B3BQMW3,US695114CJ56,6.35,"Jul 15, 2038",3.29,3.29,12.15,180000.00
MAGELLAN MIDSTREAM PARTNERS LP,Fixed Income,0.01,107.39,255864.58,255864.58,Energy,BYY5Z58,US559080AL03,4.25,"Sep 15, 2046",3.81,3.80,15.87,235000.00
SPIRIT REALTY LP,Fixed Income,0.01,102.18,255587.83,255587.83,Reits,--,US84861TAF57,3.40,"Jan 15, 2030",3.14,3.14,8.40,250000.00
APPALACHIAN POWER CO,Fixed Income,0.01,127.49,254645.00,254645.00,Electric,B0LL614,US037735CE55,5.80,"Oct 01, 2035",3.51,3.51,10.84,197000.00
HARLEY-DAVIDSON INC,Fixed Income,0.01,110.82,254338.61,254338.61,Consumer Cyclical,BYZ7VM2,US412822AE80,4.63,"Jul 28, 2045",3.95,3.94,15.01,225000.00
NEVADA POWER COMPANY,Fixed Income,0.01,125.19,254136.71,254136.71,Electric,B64G771,US641423BZ08,5.38,"Sep 15, 2040",3.63,3.61,13.02,200000.00
TARGET CORPORATION,Fixed Income,0.01,114.94,253278.42,253278.42,Consumer Cyclical,BYZQN45,US87612EBG08,3.90,"Nov 15, 2047",3.10,3.09,17.33,219000.00
ENERGY TRANSFER PARTNERS LP,Fixed Income,0.01,121.47,252625.74,252625.74,Energy,B1G54R0,US29273RAF64,6.63,"Oct 15, 2036",4.75,4.75,10.65,205000.00
SUNOCO LOGISTICS PARTNERS LP,Fixed Income,0.01,100.92,252510.39,252510.39,Energy,B8BHLQ8,US86765BAM19,4.95,"Jan 15, 2043",4.88,4.88,13.62,250000.00
ALBERTA ENERGY CO LTD,Fixed Income,0.01,124.43,252140.97,252140.97,Energy,2835772,US012873AK13,7.38,"Nov 01, 2031",4.66,4.66,8.29,200000.00
BLACKSTONE HOLDINGS FINANCE CO LLC 144A,Fixed Income,0.01,110.76,251931.09,251931.09,Brokerage/Asset Managers/Exchanges,BDD87S8,US09256BAK35,4.00,"Oct 02, 2047",3.40,3.39,16.84,225000.00
NORTHROP GRUMMAN CORP,Fixed Income,0.01,124.13,250118.94,250118.94,Capital Goods,B5WCY73,US666807BD31,5.05,"Nov 15, 2040",3.42,3.42,13.60,200000.00
ALLSTATE CORPORATION (THE),Fixed Income,0.01,127.00,249973.75,249973.75,Insurance,B1XBFQ7,US020002AU59,6.50,"May 15, 2067",4.15,4.28,11.14,195000.00
TENCENT HOLDINGS LTD MTN 144A,Fixed Income,0.01,123.64,249799.41,249799.41,Technology,BJRF8B7,US88032WAQ96,4.53,"Apr 11, 2049",3.26,3.25,17.07,200000.00
CSX CORP,Fixed Income,0.01,99.01,249677.73,249677.73,Transportation,--,US126408HQ95,2.40,"Feb 15, 2030",2.51,2.51,8.77,250000.00
INFRAESTRUCTURA ENERGETICA NOVA SA 144A,Fixed Income,0.01,99.75,249611.98,249611.98,Natural Gas,BF4PGS5,US456829AB67,4.88,"Jan 14, 2048",4.89,4.89,15.09,250000.00
LOCKHEED MARTIN CORPORATION,Fixed Income,0.01,139.88,248967.20,248967.20,Capital Goods,B1LBS59,US539830AR02,6.15,"Sep 01, 2036",3.07,3.07,11.26,175000.00
VENTAS REALTY LP,Fixed Income,0.01,128.20,248217.36,248217.36,Reits,BF325B3,US92277GAB32,5.70,"Sep 30, 2043",3.87,3.85,13.89,191000.00
NATIONAL RURAL UTILITIES COOPERATI,Fixed Income,0.01,122.95,247852.64,247852.64,Electric,--,US637432NR27,4.40,"Nov 01, 2048",3.18,3.17,17.14,200000.00
GLENCORE FINANCE CANADA LTD 144A,Fixed Income,0.01,108.85,247894.40,247894.40,Basic Industry,B8J4KW0,US98417EAR18,5.55,"Oct 25, 2042",4.90,4.90,13.14,225000.00
WR BERKLEY CORPORATION,Fixed Income,0.01,115.78,247847.73,247847.73,Insurance,BPXR864,US084423AT91,4.75,"Aug 01, 2044",3.76,3.76,14.83,210000.00
TRUST F/1401 144A,Fixed Income,0.01,120.60,247802.50,247802.50,Reits,BJ9JL41,US898324AB45,6.95,"Jan 30, 2044",5.41,5.39,12.30,200000.00
PUBLIC SERVICE CO OF COLORADO,Fixed Income,0.01,118.76,246543.68,246543.68,Electric,BJZD6P3,US744448CK56,4.30,"Mar 15, 2044",3.18,3.17,15.39,205000.00
PUBLIC SERVICE ELECTRIC AND GAS CO MTN,Fixed Income,0.01,118.90,245588.30,245588.30,Electric,BF4NQX4,US74456QBV77,4.05,"May 01, 2048",3.05,3.04,17.39,205000.00
GULFSTREAM NATURAL GAS SYSTEM LLC 144A,Fixed Income,0.01,121.06,245290.46,245290.46,Energy,BYTX308,US402740AE49,5.95,"Oct 15, 2045",4.55,4.54,13.95,200000.00
BRASKEM AMERICA FINANCE CO 144A,Fixed Income,0.01,119.12,245325.42,245325.42,Basic Industry,B43PTM4,US10554CAA09,7.13,"Jul 22, 2041",5.59,5.57,11.45,200000.00
AQUA AMERICA INC,Fixed Income,0.01,115.23,243972.29,243972.29,Utility Other,BK4PGC4,US03836WAC73,4.28,"May 01, 2049",3.45,3.44,17.14,210000.00
ZIMMER BIOMET HOLDINGS INC,Fixed Income,0.01,120.83,243297.78,243297.78,Consumer Non-Cyclical,B43RSL2,US98956PAB85,5.75,"Nov 30, 2039",4.19,4.19,12.50,200000.00
ACWA POWER MANAGEMENT AND INVESTME 144A,Fixed Income,0.01,107.50,243213.75,243213.75,Utility Other,BYX1676,US005117AA49,5.95,"Dec 15, 2039",4.99,4.99,7.67,225000.00
CANADIAN NATURAL RESOURCES LIMITED,Fixed Income,0.01,135.98,242892.72,242892.72,Energy,B1BS7H5,US136385AJ06,6.50,"Feb 15, 2037",3.65,3.65,11.13,175000.00
EOG RESOURCES INC,Fixed Income,0.01,124.43,242796.62,242796.62,Energy,BYVNBN5,US26875PAQ46,5.10,"Jan 15, 2036",3.14,3.10,11.32,195000.00
ESTEE LAUDER COMPANIES INC. (THE),Fixed Income,0.01,119.31,241530.37,241530.37,Consumer Non-Cyclical,BYNHPP5,US29736RAK68,4.15,"Mar 15, 2047",3.09,3.08,16.76,200000.00
AIA GROUP LTD MTN 144A,Fixed Income,0.01,119.07,241265.00,241265.00,Insurance,BDCN397,US00131LAE56,4.50,"Mar 16, 2046",3.39,3.38,15.85,200000.00
CONSOLIDATED EDISON COMPANY OF NEW,Fixed Income,0.01,106.42,241128.14,241128.14,Electric,--,US209111FW83,3.70,"Nov 15, 2059",3.40,3.40,20.73,225000.00
HCP INC,Fixed Income,0.01,143.01,241219.32,241219.32,Reits,B453WJ4,US40414LAE92,6.75,"Feb 01, 2041",3.77,3.73,12.42,165000.00
PPL ELECTRIC UTILITIES CORPORATION,Fixed Income,0.01,123.49,240953.98,240953.98,Electric,BBWX6K5,US69351UAR41,4.75,"Jul 15, 2043",3.30,3.29,14.90,195000.00
CSX CORP,Fixed Income,0.01,118.18,240612.75,240612.75,Transportation,BP8Q1Q7,US126408HA44,4.50,"Aug 01, 2054",3.58,3.57,18.15,200000.00
SABAL TRAIL TRANSMISSION LLC 144A,Fixed Income,0.01,116.26,240467.48,240467.48,Energy,BD0RRY4,US78516FAB58,4.68,"May 01, 2038",3.47,3.45,12.48,205000.00
DUKE ENERGY INDIANA INC,Fixed Income,0.01,126.35,240214.96,240214.96,Electric,BBWX683,US263901AF72,4.90,"Jul 15, 2043",3.28,3.26,14.82,190000.00
ALLINA HEALTH SYSTEM,Fixed Income,0.01,110.06,238860.21,238860.21,Consumer Non-Cyclical,--,US01959LAC63,3.89,"Apr 15, 2049",3.33,3.33,17.22,215000.00
FLORIDA POWER AND LIGHT CO,Fixed Income,0.01,138.87,238424.47,238424.47,Electric,B4WT7C3,US341081FC68,5.69,"Mar 01, 2040",3.08,3.08,13.04,169000.00
VERISK ANALYTICS INC,Fixed Income,0.01,127.43,238049.47,238049.47,Technology,BXPB5K3,US92345YAE68,5.50,"Jun 15, 2045",3.81,3.79,14.76,186000.00
LLPL CAPITAL PTE. LTD. 144A,Fixed Income,0.01,117.19,237907.64,237907.64,Electric,--,US50201PAA49,6.88,"Feb 04, 2039",4.45,4.45,6.70,197640.00
AMERICAN INTERNATIONAL GROUP INC,Fixed Income,0.01,137.85,236897.97,236897.97,Insurance,B606MS1,US026874BS54,8.18,"May 15, 2068",5.28,5.00,10.74,170000.00
FEDEX CORP,Fixed Income,0.01,102.86,235983.51,235983.51,Transportation,B8HKM13,US31428XAU00,4.10,"Apr 15, 2043",3.91,3.91,14.84,227000.00
ANTHEM INC,Fixed Income,0.01,101.22,235915.81,235915.81,Insurance,--,US036752AK91,3.70,"Sep 15, 2049",3.63,3.63,17.52,230000.00
WESTAR ENERGY INC,Fixed Income,0.01,113.71,235679.92,235679.92,Electric,B95XFC3,US95709TAJ97,4.10,"Apr 01, 2043",3.25,3.24,15.12,205000.00
ROCHE HOLDINGS INC 144A,Fixed Income,0.01,117.12,235419.40,235419.40,Consumer Non-Cyclical,BSPC998,US771196BH42,4.00,"Nov 28, 2044",3.02,3.00,16.15,200000.00
AMEREN ILLINOIS CO,Fixed Income,0.01,117.09,234666.90,234666.90,Electric,BNJ34Y2,US02361DAN03,4.30,"Jul 01, 2044",3.28,3.27,15.61,200000.00
NUTRIEN LTD,Fixed Income,0.01,121.88,234340.43,234340.43,Basic Industry,--,US67077MAF59,5.88,"Dec 01, 2036",4.07,4.07,11.27,191000.00
STRYKER CORPORATION,Fixed Income,0.01,116.21,234018.67,234018.67,Consumer Non-Cyclical,BM56JF4,US863667AG64,4.38,"May 15, 2044",3.39,3.38,15.37,200000.00
PROGRESSIVE CORPORATION (THE),Fixed Income,0.01,109.54,233815.49,233815.49,Insurance,BVJFCF1,US743315AQ62,3.70,"Jan 26, 2045",3.15,3.15,16.31,210000.00
CSX CORP,Fixed Income,0.01,110.50,233884.06,233884.06,Transportation,BWX8CF3,US126408HC00,3.95,"May 01, 2050",3.39,3.39,17.82,210000.00
BOEING CO,Fixed Income,0.01,102.02,232747.89,232747.89,Capital Goods,BZBZQ11,US097023BV68,3.65,"Mar 01, 2047",3.53,3.53,16.80,225000.00
LOEWS CORPORATION,Fixed Income,0.01,134.02,232654.10,232654.10,Insurance,B0686W1,US540424AP38,6.00,"Feb 01, 2035",3.14,3.14,10.47,170000.00
PACIFICORP,Fixed Income,0.01,135.15,232737.80,232737.80,Electric,B1V72T9,US695114CD86,5.75,"Apr 01, 2037",3.10,3.10,11.71,170000.00
INTEL CORP,Fixed Income,0.01,130.49,232454.64,232454.64,Technology,BWVFJQ6,US458140AT73,4.90,"Jul 29, 2045",3.15,3.13,15.45,175000.00
KROGER CO (THE),Fixed Income,0.01,116.68,232268.22,232268.22,Consumer Non-Cyclical,BCF0W80,US501044CT67,5.15,"Aug 01, 2043",4.04,4.03,13.93,195000.00
